Country,Town,Site Name,Location,Services,Cost,Altitude,Latitude,Longitude,Website URL,Site Type,Comments
France,Le Lavandou,,Beach,Trash,€0.00,35,43.149637,6.415975,http://ourbumble.com/marseilles-to-saint-paul-de-vence/,Wild,Wide pavement / lay by for parking with nice elevated views over the coast.  A few minutes walk to the beach.
France,Plate de Gigaro,,Beach,Trash,€0.00,4,43.185621,6.594047,http://ourbumble.com/marseilles-to-saint-paul-de-vence/,Mixed Parking,"On street parking.  Flat and Tarmac, right on beach front.  Metered during the day 9-19 which is €1 per hour. May be able to stay overnight out of season."
France,Pampelonne,,,,€0.00,20,43.21983,6.647665,http://ourbumble.com/marseilles-to-saint-paul-de-vence/,Wild,"Waste land not to far from the beach, land is uneven and not ideal. There is shade though from the trees."
France,Roquebrune sur Argens,,Village/Town/City,,€0.00,20,43.21983,6.647665,http://ourbumble.com/marseilles-to-saint-paul-de-vence/,Mixed Parking,"Car park located opposite Motorhome stores next to main road, quiet at night and space for about 10 vans."
France,Nice,,,,€0.00,,43.67725,7.21913,http://ourbumble.com/marseilles-to-saint-paul-de-vence/,Mixed Parking,"Car park next to cemetery, with shade under some pine trees, dedicated parking for 4 vans but lots of space on the car park, and side street."
France,Saint-Laurent-du-Var,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrash",€0.00,32,43.677015,7.201751,http://ourbumble.com/marseilles-to-saint-paul-de-vence/,Rest Area & Services,"Aired located about 6km from the beach and 1km to town, on main road but very quiet at night. Space for about 10 vans. Black waste goes in the grid with the grey water."
France,Cagnes sur mer,Montée du Souvenir,Village/Town/City,,€0.00,162,43.6688,7.144778,http://ourbumble.com/marseilles-to-saint-paul-de-vence/,Mixed Parking,"Small parking space next to a car park and cemetery, space for 2 vans only. Close to lidl and the town centre, there is a national monument next to it also.Site slopes downhill slightly."
France,Calais,,Harbour,"ToiletsRubbishFresh WaterGrey WaterBlack Water",€0.00,,50.96586,1.84347,http://ourbumble.com/more-to-calais-than-a-port/,Rest Area & Services,"Now closed, aire now in located back towards the town centre on your right."
France,Dunkirk,,Beach,Trash,€0.00,-12,51.053255,2.414562,http://ourbumble.com/operation-dynamo/,Rest Area & Services,"Free aire with space for 30 van, no services but water and toilets available on the promenade which is right next to the aire.Good spot right on the beach"
France,Bray Dunes,,Beach,"TrashToilets",€0.00,3,51.078026,2.514775,http://ourbumble.com/operation-dynamo/,Mixed Parking,"Car with permitted motorhome and coach parking. No limits on stay and overnight permitted. One block away from beach front and promenade.  Tourist information building adjacent to the car park.Toilet facilities for fresh water and emptying loo. "
France,Avignon,,Village/Town/City,Trash,€0.00,18,43.946695,4.795135,http://ourbumble.com/pont-du-gard-to-marseilles/,Mixed Parking,On street parking located at the side of the river.  Quiet and shaded and not far from town.
France,Chateau du Pape,,Village/Town/City,Trash,€0.00,119,44.058179,4.82877,http://ourbumble.com/pont-du-gard-to-marseilles/,Mixed Parking,Small car park right next to ruin and great views over vineyards.  No facilities but the location is stunning.  2 minutes to village with plenty options for wine tasting.
France,Sentient du Vallon,,Village/Town/City,"Fresh WaterGrey WaterToiletsTrash",€0.00,108,43.869822,5.145815,http://ourbumble.com/pont-du-gard-to-marseilles/,Mixed Parking,Small free car park at lavender museum.  Water tap and tolerates overnight parking.
France,Gorges,,Village/Town/City,Trash,€0.00,278,43.901133,5.193127,http://ourbumble.com/pont-du-gard-to-marseilles/,Wild,Large open land just outside of gorges.  No facilities but plenty places to park up 
France,Lourmarin,Lourmarin Chateau,Village/Town/City,Trash,€0.00,,43.762275,5.359397,http://ourbumble.com/pont-du-gard-to-marseilles/,Mixed Parking,A small little artistic village with chateau.  Parking on the road on a small car park in the village but get very busy in peak season.  Water fountain in town but difficult to fill containers due to limescale build up.
France,Aix Provençal ,,Village/Town/City,,€0.00,194,43.524569,5.460495,http://ourbumble.com/pont-du-gard-to-marseilles/,Wild,Spare piece of land at the side of the Pays D'Aix football ground.  Large stone surface and flat.  Only 2k to city.
France,Marseille ,,Village/Town/City,Trash,€0.00,10,43.277756,5.355302,http://ourbumble.com/pont-du-gard-to-marseilles/,Mixed Parking,"Excellent spot for wild camping in a city.  Straight on the front, a couple of miles out of the city and great sunsets.  On a main road, which is quieter in evening.  "
France,Saint paul de vence,,Village/Town/City,Trash,€0.00,228,43.702302,7.116813,http://ourbumble.com/saint-paul-du-vence-to-santo-stefano-la-mare/,Mixed Parking,Dedicated motorhome parking for 7 vans just past the coach parking area. Partial shade from trees. Just a short walk to the village centre. Maximun stay is 48 hours. Makes sure you follow the sign post for the town though as the tomtom takes you down narrow roads that may be a problem for wider vans.
France,Vence,,,,€0.00,290,43.72024,7.111486,http://ourbumble.com/saint-paul-du-vence-to-santo-stefano-la-mare/,Mixed Parking,Parking space located next to supermarket and just on the end of town.  Overnight parking permitted
France,Codalet,Abbey Saint Michael de Cuza,Countryside,"TrashToilets",€0.00,443,42.59482,2.416067,http://ourbumble.com/villefranche-de-confluent-to-bezier/,Mixed Parking,Small car park for visiting the abbey with no restrictions.  Toilet facilities just to the left as you enter the abbey grounds.
France,Cucugnan,Chateau de Quéribus,Countryside,,€0.00,603,42.839655,2.619388,http://ourbumble.com/villefranche-de-confluent-to-bezier/,Mixed Parking,One of the best wild camping spots but not for the faint hearted.  Perched right at the end of the chateau car park on the tip of the rock.  Brilliant 360 views of countryside and chateau.
France,Peyrepertuse,,Countryside,,€0.00,399,42.870006,2.57273,http://ourbumble.com/villefranche-de-confluent-to-bezier/,Mixed Parking,Small lay by suitable for overnight stop if visiting the chateau.  Loose gravel on a slope but a few flat spots.
France,Alets les Bains,,Village/Town/City,Trash,€0.00,208,42.998196,2.256028,http://ourbumble.com/villefranche-de-confluent-to-bezier/,Mixed Parking,Plenty room for on street parking with no restrictions. Fresh water near sports facility.  Old town has height restriction of 2.5m
France,Alets les Bains,Open air swimming pool,Village/Town/City,"Fresh WaterTrashToiletsShowers",€0.00,208,43.000472,2.252025,http://ourbumble.com/villefranche-de-confluent-to-bezier/,Mixed Parking,"Flat, Tarmac car park right at the side of the open air swimming pool,  fresh water spring and communal washing area.  Two minutes walk in to village with basic village shops. Swimming pool €3 includes toilets and showers."
France,Carcassonne,,Village/Town/City,,€0.00,122,43.208924,2.379624,http://ourbumble.com/villefranche-de-confluent-to-bezier/,Mixed Parking,"Small car park tucked between two small retail outlets and facing the post office.  The units are unoccupied and free to park.  Flat, Tarmac and level.  Parking inside town €20 for the day."
France,Carcassonne ,,Village/Town/City,,€0.00,99,43.211409,2.358996,http://ourbumble.com/villefranche-de-confluent-to-bezier/,Mixed Parking,Main car parks in city cost €2 per hour or €20 per day.  We found this free parking spot right by the river and overlooking the walled city.  Tarmac and level.  Follow for hospital and then take a right turn under bridge and parking just there.  All marked out and free with no restrictions.
France,Beziers,,Village/Town/City,,€0.00,9,43.323007,3.289735,http://ourbumble.com/villefranche-de-confluent-to-bezier/,Mixed Parking,"Car park with no restrictions.  Great for visiting bricoman, Motorhome accessory shop, supermarket and cheap fuel. Very quiet in the evenings"
France,Beziers,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrash",€0.00,2,43.316624,3.284659,http://ourbumble.com/villefranche-de-confluent-to-bezier/,Wild,Free to park along the canal and €2 for camper services.  Great view along the canal with colourful barges.  Also aire along the canal
France,Beziers,,Village/Town/City,,€0.00,5,43.335274,3.208102,http://ourbumble.com/villefranche-de-confluent-to-bezier/,Mixed Parking,"Quiet, lose gravel road at the side of the canal and within minutes of town centre.  Right at the side of an old disused lock."
Germany,Alpen,,Countryside,,€0.00,48,51.563234,6.485747,http://ourbumble.com/3-countries-in-1-day/,Mixed Parking,"Parking area off the main road, no facilities but nice views over the fields, hard surface with a very slight slope in places. "
Germany,Munster,Freilichtmuseum Muhlenhof,Village/Town/City,Trash,€0.00,75,51.9504,7.596256,http://ourbumble.com/amps-down-then-up-to-munster/,Mixed Parking,"Flat car park with small bays set amongst trees, bushes and lawned area.  No services and free to park with no time restrictions.  About 2-3km in to centre.Sport facility offers toilets and fresh water"
Germany,Julich,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashToiletsShowersElectric",€8.50,,50.92336,6.34041,http://ourbumble.com/cologne-to-uk/,Rest Area & Services,"Good Aire with clean facilities, good shower block located at one end, close to a large park area. Some pitches block paved, most on a large grassy area with no electricity posts. Price includes electricity though."
Germany,Bremen,Kuhhirtenweg,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashToiletsShowersElectric",€13.00,2,53.065284,8.820188,http://ourbumble.com/fairytale-city-of-breman/,Campsite,"Campsite 1.2km from centre.  Hard ground, loose gravel surface. Toilet blocks and showers additional charge €1. Electric additional chargeat approx €0.10 per hour. Fresh water €1 for 100 litre. Staff extremely helpful and friendly with city map and info. Fresh bread can be ordered daily and delivered to the door.01739850092"
Germany,Plon,,Lake,"Fresh WaterGrey WaterTrash",€5.00,19,54.152817,10.403975,http://ourbumble.com/fifty-shades-of-grey/,Rest Area & Services,Dedicated camper parking with the grounds of a larger car park.  Fresh and grey water facilities located at the entrance of the main car park.  Hard surface with nice views over the lake.
Germany,Lindau,,,,€20.00,403,47.558092,9.7006,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Rest Area,With fresh water
Germany,Bad Waldsee,Hymer Dealer,Village/Town/City,Electric,€0.00,609,47.92937,9.761676,http://ourbumble.com/krugzell-to-cologne/,Mixed Parking,Small number of parking bays for motorhomes visiting service centre. Electric €1 for 2000w.
Germany,Wolfegg,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashElectricWi-Fi",€5.00,677,47.816007,9.797776,http://ourbumble.com/krugzell-to-cologne/,Rest Area & Services,"Aire at the back of car park.  Five minutes walk to village, church, Schloss, museums.  Tourist office has free wifi with good connection.In addition to €5 for overnight stay the facilities offer Water €1 for 80lElectric €0.50 for 1000wVery quiet and peaceful location."
Germany,Weingarten,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterElectric",€0.00,449,47.810354,9.63041,http://ourbumble.com/krugzell-to-cologne/,Rest Area & Services,"Oblong strip at the side of the main coach and car park.  Parking bays divided by tree.  On loose gravel and grass.Empty grey and black €1Fresh water €1 for 100l"
Germany,Meersburg,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashToiletsElectric",€6.00,482,47.701636,9.27195,http://ourbumble.com/krugzell-to-cologne/,Rest Area & Services,"Three aires/ car parks on one road, all approximately 1 kilometre from village centre. 1. Left at the roundabout and the largest of the 3 aires. €10 per night. 2. Right at the roundabout €10 per night. 3. Just after the no 2 behind fire station €6 per night. All aires are pay and display, not manned and no barriers.  1 and 2 have Euro service point upon entry\exit for additional fee. All loose gravel and stone."
Germany,Tengen,,Village/Town/City,,€0.00,635,47.816407,8.660692,http://ourbumble.com/krugzell-to-cologne/,Mixed Parking,"Large, concrete & stone car park.  No facilities and permits overnight parking."
Germany,Schluchsee,,Lake,"Fresh WaterGrey WaterBlack WaterTrashElectric",€0.00,20,47.814878,8.1180478,http://ourbumble.com/krugzell-to-cologne/,Rest Area & Services,Nice aire for €10 24 hours plus electric and services.  Park around the corner for free.
Germany,Feldberg,,Countryside,,€0.00,1278,47.861016,8.035128,http://ourbumble.com/krugzell-to-cologne/,Mixed Parking,Dusty carpark but free with no overnight restrictions.  
Germany,Sindelfingen,,Village/Town/City,,€0.00,450,48.706313,9.027543,http://ourbumble.com/krugzell-to-cologne/,Mixed Parking,Not the best parking spot but safe and quiet.  It is the main hymer dealer and test centre in Stuttgart. Parking inside or outside of the barriers.
Germany,Stuttgart,,Village/Town/City,"Fresh WaterTrash",€1.50,275,48.79859,9.185381,http://ourbumble.com/krugzell-to-cologne/,Mixed Parking,"Street parking at side of college and cemetery. 1km to main historical elements of Stuttgart.  Quiet and if you park at the end of the road it is level. Paid parking 8-18 at €1.50 for 2 hours. Side gate to cemetery for fresh waterTop of street is the main road and you can catch tram to centre or walk through gardens."
Germany,Stuttgart,,Village/Town/City,Trash,€0.00,402,48.696394,9.185608,http://ourbumble.com/krugzell-to-cologne/,Mixed Parking,"Car park next to the airport, there is also an Aire next to it with full services, cost unknown for the Aire."
Germany,Ludwigsburg,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashElectric",€3.00,,48.8934,9.19754,http://ourbumble.com/krugzell-to-cologne/,Mixed Parking,"Car park 200m away from the main sights. Excellent services, electricity is 50 cents for 1/2 KwCosts are €10 for 24 hours but using the parking machine is much cheaper."
Germany,Eppingen,,Village/Town/City,Trash,€0.00,,49.17115,8.94185,http://ourbumble.com/krugzell-to-cologne/,Mixed Parking,"Small car park behind the bank, very quite but also a recycling point."
Germany,Neckargemund,,Village/Town/City,,€0.00,,49.39622,8.79543,http://ourbumble.com/krugzell-to-cologne/,Mixed Parking,Free car park next to Asci campsite. Right on the river with lovely views and a pleasant town to visit.
Germany,Neckargemund,,Village/Town/City,,€0.00,,49.39518,8.78828,http://ourbumble.com/krugzell-to-cologne/,Mixed Parking,Parking area behind the Rathus. 5 minutes walk into the town centre.
